Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
County Commissioner District 3,WRITE-IN,NON,Precinct 70,116,6.63
County Commissioner District 3,WRITE-IN,NON,Precinct 72,10,3.77
County Commissioner District 3,WRITE-IN,NON,Precinct 90,30,2.98
County Commissioner District 3,WRITE-IN,NON,Precinct 98,56,2.38
County Commissioner District 3,WRITE-IN,NON,Precinct 101,96,7.23
County Commissioner District 3,WRITE-IN,NON,Precinct 103,42,2.86
County Commissioner District 3,WRITE-IN,NON,Precinct 113,53,6.52
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 14,239,15.63
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 28,208,11.23
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 29,482,34.85
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 31,416,27.92
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 34,317,17.86
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 47,249,25.28
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 48,144,12.81
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 56,447,29.37
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 60,97,13.32
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 63,34,4.29
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 69,1521,41.98
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 70,855,40.97
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 72,121,39.80
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 90,210,19.37
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 98,384,15.24
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 101,960,54.89
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 103,365,22.54
Emerald Coast Utilities Authority District 3,Pueschel Schneier,REP,Precinct 113,488,46.56
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 14,1205,78.81
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 28,1468,79.27
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 29,809,58.50
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 31,976,65.50
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 34,1352,76.17
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 47,668,67.82
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 48,906,80.60
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 56,973,63.93
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 60,582,79.95
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 63,687,86.74
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 69,1884,52.00
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 70,1112,53.28
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 72,165,54.28
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 90,808,74.54
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 98,1946,77.22
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 101,686,39.22
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 103,1172,72.39
Emerald Coast Utilities Authority District 3,Larry Williams,DEM,Precinct 113,493,47.04
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 14,22,1.44
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 28,26,1.40
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 29,29,2.10
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 31,36,2.42
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 34,44,2.48
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 47,30,3.05
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 48,16,1.42
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 56,39,2.56
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 60,13,1.79
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 63,17,2.15
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 69,113,3.12
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 70,42,2.01
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 72,12,3.95
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 90,14,1.29
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 98,54,2.14
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 101,44,2.52
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 103,31,1.91
Emerald Coast Utilities Authority District 3,John R. Johnson,NPA,Precinct 113,36,3.44
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 14,63,4.12
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 28,150,8.10
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 29,63,4.56
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 31,62,4.16
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 34,62,3.49
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 47,38,3.86
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 48,58,5.16
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 56,63,4.14
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 60,36,4.95
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 63,54,6.82
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 69,105,2.90
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 70,78,3.74
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 72,6,1.97
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 90,52,4.80
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 98,136,5.40
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 101,59,3.37
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 103,51,3.15
Emerald Coast Utilities Authority District 3,Calvin Avant,NPA,Precinct 113,31,2.96
Supreme Court,Yes,NON,Precinct 1,2360,69.76
Supreme Court,Yes,NON,Precinct 3,1667,66.55
Supreme Court,Yes,NON,Precinct 5,1512,68.11
Supreme Court,Yes,NON,Precinct 6,819,65.10
Supreme Court,Yes,NON,Precinct 7,3199,69.62
Supreme Court,Yes,NON,Precinct 11,579,70.35
Supreme Court,Yes,NON,Precinct 14,781,57.72
Supreme Court,Yes,NON,Precinct 15,1066,71.16
Supreme Court,Yes,NON,Precinct 18,296,70.48
Supreme Court,Yes,NON,Precinct 19,2085,67.85
Supreme Court,Yes,NON,Precinct 21,1433,64.55
Supreme Court,Yes,NON,Precinct 22,455,63.28
Supreme Court,Yes,NON,Precinct 23,391,68.12
Supreme Court,Yes,NON,Precinct 24,1665,66.31
Supreme Court,Yes,NON,Precinct 25,637,68.20
Supreme Court,Yes,NON,Precinct 26,2905,67.06
Supreme Court,Yes,NON,Precinct 28,916,53.72
Supreme Court,Yes,NON,Precinct 29,765,61.99
Supreme Court,Yes,NON,Precinct 30,1252,68.04
Supreme Court,Yes,NON,Precinct 31,775,56.78
Supreme Court,Yes,NON,Precinct 32,273,64.85
Supreme Court,Yes,NON,Precinct 33,599,66.63
Supreme Court,Yes,NON,Precinct 34,952,59.06
Supreme Court,Yes,NON,Precinct 35,1034,64.54
Supreme Court,Yes,NON,Precinct 36,1550,66.01
Supreme Court,Yes,NON,Precinct 38,2030,70.05
Supreme Court,Yes,NON,Precinct 40,836,66.45
Supreme Court,Yes,NON,Precinct 41,1039,61.26
Supreme Court,Yes,NON,Precinct 42,1506,70.97
Supreme Court,Yes,NON,Precinct 43,2946,71.33
Supreme Court,Yes,NON,Precinct 46,1291,68.34
Supreme Court,Yes,NON,Precinct 47,544,60.92
Supreme Court,Yes,NON,Precinct 48,563,55.63
Supreme Court,Yes,NON,Precinct 49,738,61.91
Supreme Court,Yes,NON,Precinct 50,256,60.09
Supreme Court,Yes,NON,Precinct 51,1530,64.78
Supreme Court,Yes,NON,Precinct 54,1072,67.63
Supreme Court,Yes,NON,Precinct 55,1124,69.34
Supreme Court,Yes,NON,Precinct 56,816,59.26
Supreme Court,Yes,NON,Precinct 58,526,67.70
Supreme Court,Yes,NON,Precinct 60,360,56.69
Supreme Court,Yes,NON,Precinct 61,1241,65.11
Supreme Court,Yes,NON,Precinct 62,1441,63.54
Supreme Court,Yes,NON,Precinct 63,383,54.17
Supreme Court,Yes,NON,Precinct 64,1340,68.40
Supreme Court,Yes,NON,Precinct 67,3097,72.92
Supreme Court,Yes,NON,Precinct 68,1099,67.97
Supreme Court,Yes,NON,Precinct 69,2085,63.12
Supreme Court,Yes,NON,Precinct 70,1192,60.97
Supreme Court,Yes,NON,Precinct 71,748,61.26
Supreme Court,Yes,NON,Precinct 72,421,65.68
Supreme Court,Yes,NON,Precinct 73,1981,68.88
Supreme Court,Yes,NON,Precinct 74,2863,68.82
Supreme Court,Yes,NON,Precinct 75,1813,66.36
Supreme Court,Yes,NON,Precinct 77,861,64.21
Supreme Court,Yes,NON,Precinct 80,497,63.88
Supreme Court,Yes,NON,Precinct 82,393,63.49
Supreme Court,Yes,NON,Precinct 83,1065,66.60
Supreme Court,Yes,NON,Precinct 86,1412,68.08
Supreme Court,Yes,NON,Precinct 88,878,67.23
Supreme Court,Yes,NON,Precinct 90,550,57.23
Supreme Court,Yes,NON,Precinct 91,2701,66.66
Supreme Court,Yes,NON,Precinct 94,1478,70.65
Supreme Court,Yes,NON,Precinct 95,1075,70.35
Supreme Court,Yes,NON,Precinct 97,841,64.74
Supreme Court,Yes,NON,Precinct 98,1161,51.12
Supreme Court,Yes,NON,Precinct 99,744,67.95
Supreme Court,Yes,NON,Precinct 101,1048,65.66
Supreme Court,Yes,NON,Precinct 102,1232,67.29
Supreme Court,Yes,NON,Precinct 103,874,58.46
Supreme Court,Yes,NON,Precinct 104,922,62.68
Supreme Court,Yes,NON,Precinct 105,2478,72.75
Supreme Court,Yes,NON,Precinct 106,930,64.36
Supreme Court,Yes,NON,Precinct 107,1954,64.92
Supreme Court,Yes,NON,Precinct 108,1689,65.26
Supreme Court,Yes,NON,Precinct 110,1077,86.37
Supreme Court,Yes,NON,Precinct 111,1491,64.41
Supreme Court,Yes,NON,Precinct 112,3220,67.35
Supreme Court,Yes,NON,Precinct 113,596,64.71
Supreme Court,Yes,NON,Precinct 114,1485,69.62
Supreme Court,No,NON,Precinct 1,1023,30.24
Supreme Court,No,NON,Precinct 3,838,33.45
Supreme Court,No,NON,Precinct 5,708,31.89
Supreme Court,No,NON,Precinct 6,439,34.90
Supreme Court,No,NON,Precinct 7,1396,30.38
Supreme Court,No,NON,Precinct 11,244,29.65
Supreme Court,No,NON,Precinct 14,572,42.28
Supreme Court,No,NON,Precinct 15,432,28.84
Supreme Court,No,NON,Precinct 18,124,29.52
Supreme Court,No,NON,Precinct 19,988,32.15
Supreme Court,No,NON,Precinct 21,787,35.45
Supreme Court,No,NON,Precinct 22,264,36.72
Supreme Court,No,NON,Precinct 23,183,31.88
Supreme Court,No,NON,Precinct 24,846,33.69
Supreme Court,No,NON,Precinct 25,297,31.80
Supreme Court,No,NON,Precinct 26,1427,32.94
Supreme Court,No,NON,Precinct 28,789,46.28
Supreme Court,No,NON,Precinct 29,469,38.01
Supreme Court,No,NON,Precinct 30,588,31.96
Supreme Court,No,NON,Precinct 31,590,43.22
Supreme Court,No,NON,Precinct 32,148,35.15
Supreme Court,No,NON,Precinct 33,300,33.37
Supreme Court,No,NON,Precinct 34,660,40.94
Supreme Court,No,NON,Precinct 35,568,35.46
Supreme Court,No,NON,Precinct 36,798,33.99
Supreme Court,No,NON,Precinct 38,868,29.95
Supreme Court,No,NON,Precinct 40,422,33.55
Supreme Court,No,NON,Precinct 41,657,38.74
Supreme Court,No,NON,Precinct 42,616,29.03
Supreme Court,No,NON,Precinct 43,1184,28.67
Supreme Court,No,NON,Precinct 46,598,31.66
Supreme Court,No,NON,Precinct 47,349,39.08
Supreme Court,No,NON,Precinct 48,449,44.37
Supreme Court,No,NON,Precinct 49,454,38.09
Supreme Court,No,NON,Precinct 50,170,39.91
Supreme Court,No,NON,Precinct 51,832,35.22
Supreme Court,No,NON,Precinct 54,513,32.37
Supreme Court,No,NON,Precinct 55,497,30.66
Supreme Court,No,NON,Precinct 56,561,40.74
Supreme Court,No,NON,Precinct 58,251,32.30
Supreme Court,No,NON,Precinct 60,275,43.31
Supreme Court,No,NON,Precinct 61,665,34.89
Supreme Court,No,NON,Precinct 62,827,36.46
Supreme Court,No,NON,Precinct 63,324,45.83
Supreme Court,No,NON,Precinct 64,619,31.60
Supreme Court,No,NON,Precinct 67,1150,27.08
Supreme Court,No,NON,Precinct 68,518,32.03
Supreme Court,No,NON,Precinct 69,1218,36.88
Supreme Court,No,NON,Precinct 70,763,39.03
Supreme Court,No,NON,Precinct 71,473,38.74
Supreme Court,No,NON,Precinct 72,220,34.32
Supreme Court,No,NON,Precinct 73,895,31.12
Supreme Court,No,NON,Precinct 74,1297,31.18
Supreme Court,No,NON,Precinct 75,919,33.64
Supreme Court,No,NON,Precinct 77,480,35.79
Supreme Court,No,NON,Precinct 80,281,36.12
Supreme Court,No,NON,Precinct 82,226,36.51
Supreme Court,No,NON,Precinct 83,534,33.40
Supreme Court,No,NON,Precinct 86,662,31.92
Supreme Court,No,NON,Precinct 88,428,32.77
Supreme Court,No,NON,Precinct 90,411,42.77
Supreme Court,No,NON,Precinct 91,1351,33.34
Supreme Court,No,NON,Precinct 94,614,29.35
Supreme Court,No,NON,Precinct 95,453,29.65
Supreme Court,No,NON,Precinct 97,458,35.26
Supreme Court,No,NON,Precinct 98,1110,48.88
Supreme Court,No,NON,Precinct 99,351,32.05
Supreme Court,No,NON,Precinct 101,548,34.34
Supreme Court,No,NON,Precinct 102,599,32.71
Supreme Court,No,NON,Precinct 103,621,41.54
Supreme Court,No,NON,Precinct 104,549,37.32
Supreme Court,No,NON,Precinct 105,928,27.25
Supreme Court,No,NON,Precinct 106,515,35.64
Supreme Court,No,NON,Precinct 107,1056,35.08
Supreme Court,No,NON,Precinct 108,899,34.74
Supreme Court,No,NON,Precinct 110,170,13.63
Supreme Court,No,NON,Precinct 111,824,35.59
Supreme Court,No,NON,Precinct 112,1561,32.65
Supreme Court,No,NON,Precinct 113,325,35.29
Supreme Court,No,NON,Precinct 114,648,30.38
District Court of Appeal - Lewis,Yes,NON,Precinct 1,2600,77.43
District Court of Appeal - Lewis,Yes,NON,Precinct 3,1753,69.95
District Court of Appeal - Lewis,Yes,NON,Precinct 5,1581,70.36
District Court of Appeal - Lewis,Yes,NON,Precinct 6,860,68.42
District Court of Appeal - Lewis,Yes,NON,Precinct 7,3282,71.16
District Court of Appeal - Lewis,Yes,NON,Precinct 11,553,67.19
District Court of Appeal - Lewis,Yes,NON,Precinct 14,927,67.42
District Court of Appeal - Lewis,Yes,NON,Precinct 15,1215,81.33
District Court of Appeal - Lewis,Yes,NON,Precinct 18,279,66.11
District Court of Appeal - Lewis,Yes,NON,Precinct 19,2119,69.14
District Court of Appeal - Lewis,Yes,NON,Precinct 21,1507,67.85
District Court of Appeal - Lewis,Yes,NON,Precinct 22,494,68.04
District Court of Appeal - Lewis,Yes,NON,Precinct 23,406,69.40
District Court of Appeal - Lewis,Yes,NON,Precinct 24,1738,69.38
District Court of Appeal - Lewis,Yes,NON,Precinct 25,674,73.10
District Court of Appeal - Lewis,Yes,NON,Precinct 26,3013,69.07
District Court of Appeal - Lewis,Yes,NON,Precinct 28,1126,65.20
District Court of Appeal - Lewis,Yes,NON,Precinct 29,864,69.85
District Court of Appeal - Lewis,Yes,NON,Precinct 30,1319,71.96
District Court of Appeal - Lewis,Yes,NON,Precinct 31,907,66.35
District Court of Appeal - Lewis,Yes,NON,Precinct 32,304,72.73
District Court of Appeal - Lewis,Yes,NON,Precinct 33,566,63.17
District Court of Appeal - Lewis,Yes,NON,Precinct 34,1107,68.04
District Court of Appeal - Lewis,Yes,NON,Precinct 35,1144,71.41
District Court of Appeal - Lewis,Yes,NON,Precinct 36,1561,66.20
District Court of Appeal - Lewis,Yes,NON,Precinct 38,2047,71.03
District Court of Appeal - Lewis,Yes,NON,Precinct 40,926,74.86
District Court of Appeal - Lewis,Yes,NON,Precinct 41,1281,75.58
District Court of Appeal - Lewis,Yes,NON,Precinct 42,1598,75.56
District Court of Appeal - Lewis,Yes,NON,Precinct 43,3068,74.39
District Court of Appeal - Lewis,Yes,NON,Precinct 46,1425,74.88
District Court of Appeal - Lewis,Yes,NON,Precinct 47,600,66.52
District Court of Appeal - Lewis,Yes,NON,Precinct 48,677,66.63
District Court of Appeal - Lewis,Yes,NON,Precinct 49,815,68.43
District Court of Appeal - Lewis,Yes,NON,Precinct 50,288,67.92
District Court of Appeal - Lewis,Yes,NON,Precinct 51,1690,71.58
District Court of Appeal - Lewis,Yes,NON,Precinct 54,1132,71.15
District Court of Appeal - Lewis,Yes,NON,Precinct 55,1166,71.89
District Court of Appeal - Lewis,Yes,NON,Precinct 56,945,68.53
District Court of Appeal - Lewis,Yes,NON,Precinct 58,542,70.94
District Court of Appeal - Lewis,Yes,NON,Precinct 60,411,63.72
District Court of Appeal - Lewis,Yes,NON,Precinct 61,1357,71.65
District Court of Appeal - Lewis,Yes,NON,Precinct 62,1583,69.37
District Court of Appeal - Lewis,Yes,NON,Precinct 63,467,64.41
District Court of Appeal - Lewis,Yes,NON,Precinct 64,1449,73.29
District Court of Appeal - Lewis,Yes,NON,Precinct 67,3306,78.19
District Court of Appeal - Lewis,Yes,NON,Precinct 68,1176,72.64
District Court of Appeal - Lewis,Yes,NON,Precinct 69,2297,69.58
District Court of Appeal - Lewis,Yes,NON,Precinct 70,1347,68.76
District Court of Appeal - Lewis,Yes,NON,Precinct 71,823,67.13
District Court of Appeal - Lewis,Yes,NON,Precinct 72,476,74.61
District Court of Appeal - Lewis,Yes,NON,Precinct 73,2106,73.53
District Court of Appeal - Lewis,Yes,NON,Precinct 74,2895,69.74
District Court of Appeal - Lewis,Yes,NON,Precinct 75,1935,70.44
District Court of Appeal - Lewis,Yes,NON,Precinct 77,931,69.63
District Court of Appeal - Lewis,Yes,NON,Precinct 80,530,68.12
District Court of Appeal - Lewis,Yes,NON,Precinct 82,417,67.48
District Court of Appeal - Lewis,Yes,NON,Precinct 83,1111,69.52
District Court of Appeal - Lewis,Yes,NON,Precinct 86,1499,72.10
District Court of Appeal - Lewis,Yes,NON,Precinct 88,994,76.82
District Court of Appeal - Lewis,Yes,NON,Precinct 90,676,70.12
District Court of Appeal - Lewis,Yes,NON,Precinct 91,2960,73.32
District Court of Appeal - Lewis,Yes,NON,Precinct 94,1563,74.89
District Court of Appeal - Lewis,Yes,NON,Precinct 95,1125,73.87
District Court of Appeal - Lewis,Yes,NON,Precinct 97,929,71.74
District Court of Appeal - Lewis,Yes,NON,Precinct 98,1412,61.82
District Court of Appeal - Lewis,Yes,NON,Precinct 99,781,71.32
District Court of Appeal - Lewis,Yes,NON,Precinct 101,1132,70.57
District Court of Appeal - Lewis,Yes,NON,Precinct 102,1319,71.92
District Court of Appeal - Lewis,Yes,NON,Precinct 103,1020,68.09
District Court of Appeal - Lewis,Yes,NON,Precinct 104,1018,68.37
District Court of Appeal - Lewis,Yes,NON,Precinct 105,2595,77.16
District Court of Appeal - Lewis,Yes,NON,Precinct 106,1052,72.25
District Court of Appeal - Lewis,Yes,NON,Precinct 107,2074,69.48
District Court of Appeal - Lewis,Yes,NON,Precinct 108,1828,70.52
District Court of Appeal - Lewis,Yes,NON,Precinct 110,1039,83.12
District Court of Appeal - Lewis,Yes,NON,Precinct 111,1632,70.25
District Court of Appeal - Lewis,Yes,NON,Precinct 112,3423,71.36
District Court of Appeal - Lewis,Yes,NON,Precinct 113,640,68.97
District Court of Appeal - Lewis,Yes,NON,Precinct 114,1571,73.76
District Court of Appeal - Lewis,No,NON,Precinct 1,758,22.57
District Court of Appeal - Lewis,No,NON,Precinct 3,753,30.05
District Court of Appeal - Lewis,No,NON,Precinct 5,666,29.64
District Court of Appeal - Lewis,No,NON,Precinct 6,397,31.58
District Court of Appeal - Lewis,No,NON,Precinct 7,1330,28.84
District Court of Appeal - Lewis,No,NON,Precinct 11,270,32.81
District Court of Appeal - Lewis,No,NON,Precinct 14,448,32.58
District Court of Appeal - Lewis,No,NON,Precinct 15,279,18.67
District Court of Appeal - Lewis,No,NON,Precinct 18,143,33.89
District Court of Appeal - Lewis,No,NON,Precinct 19,946,30.86
District Court of Appeal - Lewis,No,NON,Precinct 21,714,32.15
District Court of Appeal - Lewis,No,NON,Precinct 22,232,31.96
District Court of Appeal - Lewis,No,NON,Precinct 23,179,30.60
District Court of Appeal - Lewis,No,NON,Precinct 24,767,30.62
District Court of Appeal - Lewis,No,NON,Precinct 25,248,26.90
District Court of Appeal - Lewis,No,NON,Precinct 26,1349,30.93
District Court of Appeal - Lewis,No,NON,Precinct 28,601,34.80
District Court of Appeal - Lewis,No,NON,Precinct 29,373,30.15
District Court of Appeal - Lewis,No,NON,Precinct 30,514,28.04
District Court of Appeal - Lewis,No,NON,Precinct 31,460,33.65
District Court of Appeal - Lewis,No,NON,Precinct 32,114,27.27
District Court of Appeal - Lewis,No,NON,Precinct 33,330,36.83
District Court of Appeal - Lewis,No,NON,Precinct 34,520,31.96
District Court of Appeal - Lewis,No,NON,Precinct 35,458,28.59
District Court of Appeal - Lewis,No,NON,Precinct 36,797,33.80
District Court of Appeal - Lewis,No,NON,Precinct 38,835,28.97
District Court of Appeal - Lewis,No,NON,Precinct 40,311,25.14
District Court of Appeal - Lewis,No,NON,Precinct 41,414,24.42
District Court of Appeal - Lewis,No,NON,Precinct 42,517,24.44
District Court of Appeal - Lewis,No,NON,Precinct 43,1056,25.61
District Court of Appeal - Lewis,No,NON,Precinct 46,478,25.12
District Court of Appeal - Lewis,No,NON,Precinct 47,302,33.48
District Court of Appeal - Lewis,No,NON,Precinct 48,339,33.37
District Court of Appeal - Lewis,No,NON,Precinct 49,376,31.57
District Court of Appeal - Lewis,No,NON,Precinct 50,136,32.08
District Court of Appeal - Lewis,No,NON,Precinct 51,671,28.42
District Court of Appeal - Lewis,No,NON,Precinct 54,459,28.85
District Court of Appeal - Lewis,No,NON,Precinct 55,456,28.11
District Court of Appeal - Lewis,No,NON,Precinct 56,434,31.47
District Court of Appeal - Lewis,No,NON,Precinct 58,222,29.06
District Court of Appeal - Lewis,No,NON,Precinct 60,234,36.28
District Court of Appeal - Lewis,No,NON,Precinct 61,537,28.35
District Court of Appeal - Lewis,No,NON,Precinct 62,699,30.63
District Court of Appeal - Lewis,No,NON,Precinct 63,258,35.59
District Court of Appeal - Lewis,No,NON,Precinct 64,528,26.71
District Court of Appeal - Lewis,No,NON,Precinct 67,922,21.81
District Court of Appeal - Lewis,No,NON,Precinct 68,443,27.36
District Court of Appeal - Lewis,No,NON,Precinct 69,1004,30.42
District Court of Appeal - Lewis,No,NON,Precinct 70,612,31.24
District Court of Appeal - Lewis,No,NON,Precinct 71,403,32.87
District Court of Appeal - Lewis,No,NON,Precinct 72,162,25.39
District Court of Appeal - Lewis,No,NON,Precinct 73,758,26.47
District Court of Appeal - Lewis,No,NON,Precinct 74,1256,30.26
District Court of Appeal - Lewis,No,NON,Precinct 75,812,29.56
District Court of Appeal - Lewis,No,NON,Precinct 77,406,30.37
District Court of Appeal - Lewis,No,NON,Precinct 80,248,31.88
District Court of Appeal - Lewis,No,NON,Precinct 82,201,32.52
District Court of Appeal - Lewis,No,NON,Precinct 83,487,30.48
District Court of Appeal - Lewis,No,NON,Precinct 86,580,27.90
District Court of Appeal - Lewis,No,NON,Precinct 88,300,23.18
District Court of Appeal - Lewis,No,NON,Precinct 90,288,29.88
District Court of Appeal - Lewis,No,NON,Precinct 91,1077,26.68
District Court of Appeal - Lewis,No,NON,Precinct 94,524,25.11
District Court of Appeal - Lewis,No,NON,Precinct 95,398,26.13
District Court of Appeal - Lewis,No,NON,Precinct 97,366,28.26
District Court of Appeal - Lewis,No,NON,Precinct 98,872,38.18
District Court of Appeal - Lewis,No,NON,Precinct 99,314,28.68
District Court of Appeal - Lewis,No,NON,Precinct 101,472,29.43
District Court of Appeal - Lewis,No,NON,Precinct 102,515,28.08
District Court of Appeal - Lewis,No,NON,Precinct 103,478,31.91
District Court of Appeal - Lewis,No,NON,Precinct 104,471,31.63
District Court of Appeal - Lewis,No,NON,Precinct 105,768,22.84
District Court of Appeal - Lewis,No,NON,Precinct 106,404,27.75
District Court of Appeal - Lewis,No,NON,Precinct 107,911,30.52
District Court of Appeal - Lewis,No,NON,Precinct 108,764,29.48
District Court of Appeal - Lewis,No,NON,Precinct 110,211,16.88
District Court of Appeal - Lewis,No,NON,Precinct 111,691,29.75
District Court of Appeal - Lewis,No,NON,Precinct 112,1374,28.64
District Court of Appeal - Lewis,No,NON,Precinct 113,288,31.03
District Court of Appeal - Lewis,No,NON,Precinct 114,559,26.24
District Court of Appeal - Makar,Yes,NON,Precinct 1,2441,73.08
District Court of Appeal - Makar,Yes,NON,Precinct 3,1671,66.97
District Court of Appeal - Makar,Yes,NON,Precinct 5,1558,69.68
District Court of Appeal - Makar,Yes,NON,Precinct 6,866,69.22
District Court of Appeal - Makar,Yes,NON,Precinct 7,3290,71.68
District Court of Appeal - Makar,Yes,NON,Precinct 11,598,72.84
District Court of Appeal - Makar,Yes,NON,Precinct 14,771,56.69
District Court of Appeal - Makar,Yes,NON,Precinct 15,1144,77.14
District Court of Appeal - Makar,Yes,NON,Precinct 18,306,72.51
District Court of Appeal - Makar,Yes,NON,Precinct 19,2174,71.09
District Court of Appeal - Makar,Yes,NON,Precinct 21,1459,65.99
District Court of Appeal - Makar,Yes,NON,Precinct 22,455,63.37
District Court of Appeal - Makar,Yes,NON,Precinct 23,413,70.72
District Court of Appeal - Makar,Yes,NON,Precinct 24,1694,68.25
District Court of Appeal - Makar,Yes,NON,Precinct 25,647,70.56
District Court of Appeal - Makar,Yes,NON,Precinct 26,2953,67.99
District Court of Appeal - Makar,Yes,NON,Precinct 28,941,55.03
District Court of Appeal - Makar,Yes,NON,Precinct 29,759,62.01
District Court of Appeal - Makar,Yes,NON,Precinct 30,1278,70.10
District Court of Appeal - Makar,Yes,NON,Precinct 31,772,56.81
District Court of Appeal - Makar,Yes,NON,Precinct 32,272,65.23
District Court of Appeal - Makar,Yes,NON,Precinct 33,623,70.00
District Court of Appeal - Makar,Yes,NON,Precinct 34,931,57.54
District Court of Appeal - Makar,Yes,NON,Precinct 35,1065,66.81
District Court of Appeal - Makar,Yes,NON,Precinct 36,1562,66.67
District Court of Appeal - Makar,Yes,NON,Precinct 38,2060,71.55
District Court of Appeal - Makar,Yes,NON,Precinct 40,876,71.10
District Court of Appeal - Makar,Yes,NON,Precinct 41,1128,67.02
District Court of Appeal - Makar,Yes,NON,Precinct 42,1547,73.81
District Court of Appeal - Makar,Yes,NON,Precinct 43,3040,73.88
District Court of Appeal - Makar,Yes,NON,Precinct 46,1369,72.36
